estacion_id,fecha,lluvia_total,temp_media
CMEZA,2013-09-01,128.20000000000002,17.783333333333335
CMEZA,2013-10-01,168.0,21.58709677419355
CMEZA,2013-11-01,156.1,23.83
CMEZA,2013-12-01,73.1,24.82903225806452
CMEZA,2014-01-01,137.6,25.44193548387097
CMEZA,2014-02-01,93.5,25.785714285714285
CMEZA,2014-03-01,237.8,22.79032258064516
CMEZA,2014-04-01,349.7,20.53666666666667
CMEZA,2014-05-01,169.7,17.203225806451613
CMEZA,2014-06-01,317.3,15.976666666666667
CMEZA,2014-07-01,194.3,15.870967741935484
CMEZA,2014-08-01,28.8,18.538709677419355
CMEZA,2014-09-01,316.0,20.226666666666667
CMEZA,2014-10-01,81.89999999999999,24.338709677419356
CMEZA,2014-11-01,188.1,23.206666666666667
CMEZA,2014-12-01,454.1,23.893548387096775
CMEZA,2015-01-01,178.9,24.84193548387097
CMEZA,2015-02-01,110.7,25.521428571428572
CMEZA,2015-03-01,124.6,24.31935483870968
CMEZA,2015-04-01,123.0,21.259999999999998
CMEZA,2015-05-01,255.9,18.641935483870967
CMEZA,2015-06-01,131.9,17.709999999999997
CMEZA,2015-07-01,217.9,15.812903225806451
CMEZA,2015-08-01,58.7,20.932258064516127
CMEZA,2015-09-01,99.7,20.60666666666667
CMEZA,2015-10-01,178.1,22.293548387096774
CMEZA,2015-11-01,401.0,22.446666666666665
CMEZA,2015-12-01,284.5,23.88064516129032
CMEZA,2016-01-01,92.5,26.916129032258063
CMEZA,2016-02-01,140.5,26.117241379310343
CMEZA,2016-03-01,142.2,22.76451612903226
CMEZA,2016-04-01,172.0,23.353333333333335
CMEZA,2016-05-01,112.0,16.093548387096774
CMEZA,2016-06-01,30.1,13.363333333333333
CMEZA,2016-07-01,108.7,15.94516129032258
CMEZA,2016-08-01,105.4,17.567741935483873
CMEZA,2016-09-01,28.7,18.186666666666667
CMEZA,2016-10-01,248.79999999999998,20.98709677419355
CMEZA,2016-11-01,152.7,22.3
CMEZA,2016-12-01,167.1,24.57741935483871
CMEZA,2017-01-01,169.5,25.52258064516129
CMEZA,2017-02-01,206.3,24.95
CMEZA,2017-03-01,255.2,23.9
CMEZA,2017-04-01,567.0,20.113333333333333
CMEZA,2017-05-01,372.0,18.551612903225806
CMEZA,2017-06-01,110.89999999999999,16.343333333333334
CMEZA,2017-07-01,22.1,17.1
CMEZA,2017-08-01,181.2,18.654838709677417
CMEZA,2017-09-01,67.8,22.226666666666667
CMEZA,2017-10-01,448.8,20.88064516129032
CMEZA,2017-11-01,263.09999999999997,21.926666666666666
CMEZA,2017-12-01,140.7,25.635483870967743
CMEZA,2018-01-01,196.9,24.73225806451613
CMEZA,2018-02-01,46.6,25.021428571428572
CMEZA,2018-03-01,67.4,24.296774193548387
CMEZA,2018-04-01,0.9,24.366666666666667
CMEZA,2018-05-01,163.0,19.712903225806453
CMEZA,2018-06-01,,14.51
CMEZA,2018-07-01,17.7,15.758064516129032
CMEZA,2018-08-01,55.4,14.545161290322582
CMEZA,2018-09-01,140.6,19.316666666666666
CMEZA,2018-10-01,306.7,20.94516129032258
CMEZA,2018-11-01,270.8,23.68
CMEZA,2018-12-01,125.5,24.81935483870968
CMEZA,2019-01-01,132.1,26.761290322580646
CMEZA,2019-02-01,314.5,24.24642857142857
CMEZA,2019-03-01,102.4,22.583870967741937
CMEZA,2019-04-01,425.0,21.526666666666664
CMEZA,2019-05-01,413.8,18.625806451612902
CMEZA,2019-06-01,35.1,18.263333333333332
CMEZA,2019-07-01,83.9,14.103225806451613
CMEZA,2019-08-01,74.2,16.119354838709675
CMEZA,2019-09-01,37.4,20.48
CMEZA,2019-10-01,107.9,23.73548387096774
CMEZA,2019-11-01,254.0,24.613333333333333
CMEZA,2019-12-01,179.9,24.190322580645162
CMEZA,2020-01-01,256.3,25.4741935483871
CMEZA,2020-02-01,341.09999999999997,24.272413793103446
CMEZA,2020-03-01,123.4,24.822580645161292
CMEZA,2020-04-01,132.5,19.85666666666667
CMEZA,2020-05-01,235.0,16.112903225806452
CMEZA,2020-06-01,339.3,17.296666666666667
CMEZA,2020-07-01,118.10000000000001,14.709677419354838
CMEZA,2020-08-01,22.4,17.580645161290324
CMEZA,2020-09-01,28.6,20.69333333333333
CMEZA,2020-10-01,68.8,23.26774193548387
CMEZA,2020-11-01,56.0,24.136666666666667
CMEZA,2020-12-01,160.8,24.72258064516129
CMEZA,2021-01-01,314.2,24.54516129032258
CMEZA,2021-02-01,31.6,24.02857142857143
CMEZA,2021-03-01,142.7,23.4741935483871
CMEZA,2021-04-01,123.69999999999999,20.55666666666667
CMEZA,2021-05-01,43.099999999999994,16.561290322580643
CMEZA,2021-06-01,144.4,14.503333333333334
CMEZA,2021-07-01,46.1,14.077419354838709
CMEZA,2021-08-01,22.4,18.48709677419355
CMEZA,2021-09-01,153.6,21.028333333333332
CMEZA,2021-10-01,326.2,20.78548387096774
CMEZA,2021-11-01,133.89999999999998,23.666666666666668
